marketplace,categoria,titulo,ranking_venda,preco,link_produto,link_imagem_produto,data_extracao
Mercado Livre,"Calçados, Roupas e Bolsas",Bolsa tote Duart's Lorena - caramelo,9,37,https://www.mercadolivre.com.br/bolsa-tote-duarts-lorena-caramelo/p/MLB19036410#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c09-2ace-11f0-896c-ef58f407f176&c_element_id=83099c09-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_850897-MLU78084583546_082024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 6 Cuecas Box Boxer Lupo Sem Costura Basic Microfibra 436,10,149,https://produto.mercadolivre.com.br/MLB-1010954920-kit-6-cuecas-box-boxer-lupo-sem-costura-basic-microfibra-436-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0a-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0a-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_738813-MLB83279416363_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 10 Cuecas Box Boxer Microfibra Original Qualidade,11,66,https://produto.mercadolivre.com.br/MLB-1801841816-kit-10-cuecas-box-boxer-microfibra-original-qualidade-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0b-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0b-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_795990-MLB50600174029_072022-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",1000 Pcs Argola Chaveiro C/ Corrente 25mm + Elo 8mm 1000 Pçs,12,254,https://www.mercadolivre.com.br/1000-pcs-argola-chaveiro-c-corrente-25mm-elo-8mm-1000-pcs/p/MLB38439622#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0c-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0c-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_908625-MLA80556307472_112024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Nécessaire Feminina Grande Maquiagem Cosméticos Bolsa Viagem Cor Preto tecido Liso,13,19,https://www.mercadolivre.com.br/necessaire-feminina-grande-maquiagem-cosmeticos-bolsa-viagem-cor-preto-tecido-liso/p/MLB24768579#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0d-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0d-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_601649-MLU72836541395_112023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Olympikus Voa 2 2 Feminino 43533261,14,254,https://www.mercadolivre.com.br/olympikus-voa-2-2-feminino-43533261/p/MLB46631828#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0e-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0e-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_670585-MLA82818048167_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Olympikus Treino Venum Sem gênero Adultos,15,142,https://www.mercadolivre.com.br/olympikus-treino-venum-sem-gnero-adultos/p/MLB28765753#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c0f-2ace-11f0-896c-ef58f407f176&c_element_id=83099c0f-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_811074-MLA79239567090_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Kit 6 Pares Meias Soquete Invisível Lupo Algodão Unissex,16,47,https://produto.mercadolivre.com.br/MLB-966130534-kit-6-pares-meias-soquete-invisivel-lupo-algodo-unissex-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c10-2ace-11f0-896c-ef58f407f176&c_element_id=83099c10-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_756748-MLB79675885161_092024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Camisa Social Masculina Slim Fit Luxo Pronta Entrega,17,69,https://produto.mercadolivre.com.br/MLB-791178438-camisa-social-masculina-slim-fit-luxo-pronta-entrega-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c11-2ace-11f0-896c-ef58f407f176&c_element_id=83099c11-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_924959-MLB53095842131_122022-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Camisas Segunda Pele Proteção Solar Uv Termicas Corrida Bike,18,33,https://produto.mercadolivre.com.br/MLB-2650447562-camisas-segunda-pele-proteco-solar-uv-termicas-corrida-bike-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c12-2ace-11f0-896c-ef58f407f176&c_element_id=83099c12-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_926398-MLB49931106231_052022-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Ecooda EC-62222 Lanterna Cabeça Led Para Ciclista Pesca Caminhoneiro Camping Cor da luz Branco,19,32,https://www.mercadolivre.com.br/ecooda-ec-62222-lanterna-cabeca-led-para-ciclista-pesca-caminhoneiro-camping-cor-da-luz-branco/p/MLB21852979#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c13-2ace-11f0-896c-ef58f407f176&c_element_id=83099c13-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_623666-MLB74111594693_012024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,"Calçados, Roupas e Bolsas",Óculos Juliet Metal Ferro Mandrake Grafite Lente Azul Cor da lente Azul-claro Desenho Lupa,20,43,https://www.mercadolivre.com.br/oculos-juliet-metal-ferro-mandrake-grafite-lente-azul-cor-da-lente-azul-claro-desenho-lupa/p/MLB27846984#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=calcados-roupas-e-bolsas&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c14-2ace-11f0-896c-ef58f407f176&c_element_id=83099c14-2ace-11f0-896c-ef58f407f176&c_global_position=10,https://http2.mlstatic.com/D_Q_NP_898359-MLU77324180151_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Tag Ultrapasse - Pagamento De Pedágios E Estacionamentos,1,19,https://produto.mercadolivre.com.br/MLB-5314914634-tag-ultrapasse-pagamento-de-pedagios-e-estacionamentos-_JM#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c15-2ace-11f0-896c-ef58f407f176&c_element_id=83099c15-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_867320-MLB80681288444_112024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Modulo Taramps Ts400x4 Amplificador 400w Digital 400rms 4 Canais T400 Ts 400 2 Ohms Som Estereo Entrada Rca Potencia para Carro Moto Caminhonete,2,189,https://www.mercadolivre.com.br/modulo-taramps-ts400x4-amplificador-400w-digital-400rms-4-canais-t400-ts-400-2-ohms-som-estereo-entrada-rca-potencia-para-carro-moto-caminhonete/p/MLB23448494#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c16-2ace-11f0-896c-ef58f407f176&c_element_id=83099c16-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_913620-MLU75433656823_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Som rádio automotivo bluetooth usb card sd aux fm mp3 H-tech,3,58,https://www.mercadolivre.com.br/som-radio-automotivo-bluetooth-usb-card-sd-aux-fm-mp3-h-tech/p/MLB25927374#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c17-2ace-11f0-896c-ef58f407f176&c_element_id=83099c17-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_994206-MLU78267154609_082024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Capacete para moto integral ASX City Preto fosco tamanho 58 M,4,395,https://www.mercadolivre.com.br/capacete-para-moto-integral-asx-city-preto-fosco-tamanho-58-m/p/MLB29577528#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c18-2ace-11f0-896c-ef58f407f176&c_element_id=83099c18-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_748988-MLA81614177690_012025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Shampoo Lava Moto Det Mol 20 Litros Sandet Limpeza Pesada,5,329,https://www.mercadolivre.com.br/shampoo-lava-moto-det-mol-20-litros-sandet-limpeza-pesada/p/MLB36414309#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c19-2ace-11f0-896c-ef58f407f176&c_element_id=83099c19-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_754832-MLU75940256408_042024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Carregador de bateria Automotivo 12V 2A Carro Moto Fonte inteligente Automático Bivolt Inmetro Smartcharger 4x4sc,6,80,https://www.mercadolivre.com.br/carregador-de-bateria-automotivo-12v-2a-carro-moto-fonte-inteligente-automatico-bivolt-inmetro-smartcharger-4x4sc/p/MLB46284118#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1a-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1a-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_892463-MLA82913450112_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Cadeira Para Automóvel 9 A 36kg Preto E Vermelho Styll Baby,7,299,https://www.mercadolivre.com.br/cadeira-para-automovel-9-a-36kg-preto-e-vermelho-styll-baby/p/MLB20317913#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1b-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1b-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_611148-MLU74842099652_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Central Multimídia First Option 7810h Com Espelhamento E Bluetooth Cor Preto,8,199,https://www.mercadolivre.com.br/central-multimidia-first-option-7810h-com-espelhamento-e-bluetooth-cor-preto/p/MLB28529822#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1c-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1c-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_672209-MLA82794405346_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Capacete New Liberty Three 60 Preto Fosco Pro Tork,9,115,https://www.mercadolivre.com.br/capacete-new-liberty-three-60-preto-fosco-pro-tork/p/MLB18464304#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1d-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1d-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_861037-MLA47634311525_092021-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Limpa Rodas Izer Vonixx Descontaminante Ferroso Remove Ferrugem Ph Neutro,10,34,https://www.mercadolivre.com.br/limpa-rodas-izer-vonixx-descontaminante-ferroso-remove-ferrugem-ph-neutro/p/MLB26677215#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1e-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1e-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_653458-MLU73803923666_012024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Modulo Taramps TL 1500 390w 2 Ohms Rca e Entrada Fio tl1500 2 Canais Estéreo 95 Watts Rms 2 Ohms e 1 Canal Sub 200 Watts Rms 4 Ohms Potencia Som Automotivo Amplificador Para Carro Moto Caminhonete,11,181,https://www.mercadolivre.com.br/modulo-taramps-tl-1500-390w-2-ohms-rca-e-entrada-fio-tl1500-2-canais-estereo-95-watts-rms-2-ohms-e-1-canal-sub-200-watts-rms-4-ohms-potencia-som-automotivo-amplificador-para-carro-moto-caminhonete/p/MLB24000795#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c1f-2ace-11f0-896c-ef58f407f176&c_element_id=83099c1f-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_691524-MLU74995128468_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,"Aspirador Automotivo Portátil 12V WAP CAR 12V2 com Filtro HEPA e Cabo de 3,7m",12,107,https://www.mercadolivre.com.br/aspirador-automotivo-portatil-12v-wap-car-12v2com-filtro-hepa-e-cabo-de-37m/p/MLB26814317#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c20-2ace-11f0-896c-ef58f407f176&c_element_id=83099c20-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_951648-MLU75357950125_032024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Modulo Taramps Ts 1200 Rms TS1200X4 Amplificador 2 Ohms 1200 watts 4 Canais Som Automotivo 1200 watts,13,501,https://www.mercadolivre.com.br/modulo-taramps-ts-1200-rms-ts1200x4-amplificador-2-ohms-1200-watts-4-canais-som-automotivo-1200-watts/p/MLB37652283#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c21-2ace-11f0-896c-ef58f407f176&c_element_id=83099c21-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_629518-MLA81538634695_122024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Luva X11 Blackout 2 Cano Curto Preta Com Protetor Cor Preto Tamanho 3G,14,90,https://www.mercadolivre.com.br/luva-x11-blackout-2-cano-curto-preta-com-protetor-cor-preto-tamanho-3g/p/MLB27083931#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c22-2ace-11f0-896c-ef58f407f176&c_element_id=83099c22-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_783906-MLU72004926711_092023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,2 Pneus Aro 29x2.10 Eruption Levorin Bicicleta Mtb Balão Cor Preto,15,145,https://www.mercadolivre.com.br/2-pneus-aro-29x210-eruption-levorin-bicicleta-mtb-balo-cor-preto/p/MLB27282051#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c23-2ace-11f0-896c-ef58f407f176&c_element_id=83099c23-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_693415-MLU71933151961_092023-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,"Som automotivo First Option 8850B com USB, bluetooth e leitor de cartão SD",16,55,https://www.mercadolivre.com.br/som-automotivo-first-option-8850b-com-usb-bluetooth-e-leitor-de-carto-sd/p/MLB23210602#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c24-2ace-11f0-896c-ef58f407f176&c_element_id=83099c24-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_804876-MLA81225807284_122024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Kit 2 Alto Falantes Jbl 6pol E 6x9 + Modulo Taramps Ds800x4 Cor Preto,17,1,https://www.mercadolivre.com.br/kit-2-alto-falantes-jbl-6pol-e-6x9-modulo-taramps-ds800x4-cor-preto/p/MLB46565439#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c25-2ace-11f0-896c-ef58f407f176&c_element_id=83099c25-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_886882-MLA82810433521_032025-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Capacete Fw3 Integral Fechado Gtx Fox C/ Óculos Interno Cor Azul tiffany Tamanho do capacete 58,18,419,https://www.mercadolivre.com.br/capacete-fw3-integral-fechado-gtx-fox-c-oculos-interno-cor-azul-tiffany-tamanho-do-capacete-58/p/MLB23283665#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c26-2ace-11f0-896c-ef58f407f176&c_element_id=83099c26-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_607276-MLU78003406424_082024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Aditivo para óleo de motor Bardahl B12 Plus 500 ml,19,34,https://www.mercadolivre.com.br/aditivo-para-oleo-de-motor-bardahl-b12-plus-500-ml/p/MLB24720050#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c27-2ace-11f0-896c-ef58f407f176&c_element_id=83099c27-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_870517-MLU76945933039_062024-P.webp,2025-05-06 20:04:50.205833
Mercado Livre,Acessórios para Veículos,Assento infantil para carro Protege mesclado cinza Burigotto,20,129,https://www.mercadolivre.com.br/assento-infantil-para-carro-protege-mesclado-cinza-burigotto/p/MLB16091842#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=acessorios-para-veiculos&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=83099c28-2ace-11f0-896c-ef58f407f176&c_element_id=83099c28-2ace-11f0-896c-ef58f407f176&c_global_position=11,https://http2.mlstatic.com/D_Q_NP_686163-MLU74696435586_022024-P.webp,2025-05-06 20:04:50.205833
